Building,Profit,Setup
4,-962.5324635241572,cluster3
4,-962.5242004931024,cluster3
4,-962.5069248309882,cluster3
6,-2729.0147949459306,cluster3
6,-2729.280937626965,cluster3
6,-2729.1043546575215,cluster3
7,-668.9447253329456,cluster3
7,-667.5569247134147,cluster3
7,-668.6287628899576,cluster3
8,-2756.0701522436584,cluster3
8,-2756.223050796861,cluster3
8,-2756.128189372601,cluster3
9,-864.8440500547174,cluster3
9,-865.4529041172799,cluster3
9,-865.6784430770426,cluster3
10,-1004.0160472189282,cluster3
10,-1003.8419264456898,cluster3
10,-1003.391638629401,cluster3
13,-568.2871861571884,cluster3
13,-569.333393599158,cluster3
13,-569.5760797029114,cluster3
17,-1782.2207462840036,cluster3
17,-1782.968626053619,cluster3
17,-1783.6248123735031,cluster3
18,-1654.607827345036,cluster3
18,-1654.8696572463684,cluster3
18,-1655.1806813459214,cluster3
20,-1438.224930904813,cluster3
20,-1438.3738510761148,cluster3
20,-1439.8196403131012,cluster3
21,-1953.0290461655845,cluster3
21,-1953.5463267078128,cluster3
21,-1953.5626435533857,cluster3
25,-1422.6911279312644,cluster3
25,-1423.1906571133418,cluster3
25,-1423.2350352229034,cluster3
27,-1105.7145640802942,cluster3
27,-1106.1217354504931,cluster3
27,-1105.713407530849,cluster3
29,-979.9087222852432,cluster3
29,-981.0125324715646,cluster3
29,-980.4891256073693,cluster3
30,-702.2947776512798,cluster3
30,-702.2607312935847,cluster3
30,-702.9273128811635,cluster3
1,-1171.161581155692,cluster3
1,-1168.554311417681,cluster3
1,-1169.7436618118531,cluster3
11,-1196.3431567567525,cluster3
11,-1195.9161029335771,cluster3
11,-1197.3453017445154,cluster3
12,-1146.098202422815,cluster3
12,-1146.0856926181712,cluster3
12,-1146.1204909521196,cluster3
16,-1189.5442579851265,cluster3
16,-1189.4576591778261,cluster3
16,-1189.5539690492708,cluster3
19,-380.7508737599828,cluster3
19,-381.19504570613043,cluster3
19,-381.1973479632848,cluster3
24,-487.5870177707335,cluster3
24,-487.81992515369274,cluster3
24,-488.0749771319966,cluster3
2,-1151.1800816808977,cluster3
2,-1151.180614341561,cluster3
2,-1151.167280920811,cluster3
3,-349.0894779186729,cluster3
3,-349.1009044187249,cluster3
3,-349.1051964945916,cluster3
5,-1101.6023841289968,cluster3
5,-1101.6074687572527,cluster3
5,-1101.6030738899383,cluster3
14,-877.4982829985786,cluster3
14,-877.5100764952641,cluster3
14,-877.5296135605722,cluster3
15,-677.5072886150289,cluster3
15,-677.4742630888317,cluster3
15,-677.3862784019622,cluster3
22,-821.8771018938735,cluster3
22,-821.866244948078,cluster3
22,-821.8976979549112,cluster3
23,-1037.4317370889387,cluster3
23,-1037.4145803883785,cluster3
23,-1037.4045184843103,cluster3
26,-1820.4096651972554,cluster3
26,-1820.4120802393215,cluster3
26,-1820.409853370282,cluster3
28,-658.2646341005252,cluster3
28,-658.2632881510867,cluster3
28,-658.2485512247285,cluster3
